DATETIME,정수장,덕소(정) 5단계 유입압력순시,덕소(정) 5단계 정수지수위순시1,덕소(정) 5단계 정수지수위순시2,덕소(정) 5단계 정수지유출압력순시,덕소(정) 6단계 정수지수위순시2,덕소(정) 6단계 정수지유출압력,덕소(정) 6단계 정수지유출유량순시,덕소(정) 유출유량 순시,덕소(정) 정수지수위#1,덕소(정)5.6단계정수유출유량합계,팔당 덕소(정) 5단계 유출 유량 적산차,팔당 덕소(정) 6단계 정수지 유출 적산차,pH(-),탁도(NTU),잔류염소(mg/L)
2016102610,덕소정수장,0.206,5.0495,5.0413,0.706,4.9212,0.7143,7494.6887,6850.2747,4.065,14615.3848,68,75,7.4385,0.0476,0.8196
2016102611,덕소정수장,0.206,4.8919,4.9035,0.6841,4.7711,0.707,8110.2564,7328.8462,4.0632,16637.3633,73,82,7.459,0.0468,0.801
2016102612,덕소정수장,0.206,4.6685,4.6884,0.6621,4.544,0.6923,8714.1942,7869.8718,4.0632,15895.6045,79,88,7.4333,0.0466,0.7962
2016102613,덕소정수장,0.206,4.5,4.5255,0.6456,4.3828,0.6923,8338.4615,7490.293,4.0632,16164.835,75,85,7.4231,0.0478,0.8001
2016102614,덕소정수장,0.206,4.3571,4.3857,0.6401,4.2216,0.663,8208.6996,7404.304,4.0614,15719.7803,74,83,7.4385,0.0471,0.8029
2016102615,덕소정수장,0.2115,4.2253,4.2583,0.6181,4.0934,0.663,7987.8205,7221.5201,4.0778,15087.9121,72,81,7.4333,0.0465,0.8098
2016102616,덕소정수장,0.217,4.1813,4.2165,0.6181,3.9982,0.6264,7643.5897,6935.4396,4.0797,13824.1758,69,77,7.4333,0.0457,0.8087
2016102617,덕소정수장,0.217,4.1703,4.1915,0.6236,4.1117,0.663,7384.5238,6205.0366,4.1016,13071.4287,62,75,7.4385,0.0456,0.8031
2016102618,덕소정수장,0.217,4.2509,4.2625,0.5852,4.1264,0.641,7201.2821,6310.8974,4.1053,13115.3848,63,73,7.4538,0.0452,0.8
2016102619,덕소정수장,0.217,4.4158,4.4212,0.5962,4.2546,0.6484,7538.0037,6425.3663,4.0778,15021.9785,64,76,7.4179,0.0453,0.8005
2016102620,덕소정수장,0.217,4.2766,4.2792,0.5797,4.1813,0.641,8160.8059,7374.5421,4.1071,15868.1318,74,83,7.4179,0.0456,0.7979
2016102621,덕소정수장,0.217,4.3205,4.3168,0.5852,4.1044,0.641,7928.3883,7282.5091,4.0833,14901.0996,72,80,7.4128,0.0455,0.8019
2016102622,덕소정수장,0.206,4.2143,4.2103,0.5687,4.0348,0.641,7948.4432,7280.4945,4.0467,15478.0215,73,80,7.4179,0.0464,0.8159
2016102623,덕소정수장,0.2005,3.9542,3.9618,0.5522,3.7711,0.6337,8033.3334,7389.1942,4.0467,14956.0439,74,82,7.4077,0.0468,0.8186
2016102624,덕소정수장,0.2005,3.7344,3.7551,0.5247,3.5586,0.619,7760.348,7132.0513,4.0467,15126.373,71,79,7.4231,0.0469,0.8137
2016102701,덕소정수장,0.2115,3.5916,3.6152,0.5192,3.4231,0.5971,7219.8718,6607.0513,4.0833,13181.3184,66,73,7.4128,0.0472,0.815
2016102702,덕소정수장,0.217,3.7491,3.7593,0.5357,3.5513,0.5971,6065.4762,5580.4029,4.0852,11939.5605,56,61,7.3974,0.0475,0.8235
2016102703,덕소정수장,0.217,3.9432,3.9284,0.5632,3.804,0.6044,6138.8279,4694.2308,4.109,9532.9668,47,63,7.4333,0.0472,0.8295
2016102704,덕소정수장,0.2115,4.3278,4.2959,0.5907,4.1154,0.619,5543.0403,4890.2015,4.0815,11527.4727,48,56,7.4128,0.0467,0.8187
2016102705,덕소정수장,0.2115,4.5549,4.4921,0.6126,4.3352,0.641,5809.3406,5426.0989,4.0815,9565.9336,55,59,7.4077,0.0471,0.7969
2016102706,덕소정수장,0.2115,4.7674,4.6926,0.6291,4.5513,0.663,5501.6484,5024.6337,4.0687,11758.2422,50,56,7.4179,0.0466,0.7846
2016102707,덕소정수장,0.2115,4.8919,4.8074,0.6456,4.6722,0.6703,6050,5401.6484,4.0668,9835.165,53,61,7.4231,0.047,0.7959
2016102708,덕소정수장,0.2115,4.9689,4.9035,0.6896,4.7711,0.685,6189.7436,5577.381,4.0668,15109.8906,56,62,7.4077,0.0471,0.816
2016102709,덕소정수장,0.2225,4.804,4.749,0.6786,4.6209,0.6996,8476.0989,7668.4066,4.0797,16538.4609,76,86,7.4231,0.0467,0.8298
2016102710,덕소정수장,0.217,4.6905,4.6383,0.6676,4.5073,0.6777,8501.2821,7509.0659,4.0778,16082.418,75,86,7.4282,0.0471,0.8267
2016102711,덕소정수장,0.217,4.6026,4.559,0.6511,4.4231,0.6777,8314.1942,7333.6996,4.0778,15868.1309,73,84,7.4333,0.0464,0.8176
2016102712,덕소정수장,0.217,4.5073,4.4713,0.6456,4.3315,0.663,8420.696,7394.4139,4.076,15467.0332,74,85,7.4333,0.0463,0.8151
2016102713,덕소정수장,0.2225,4.4084,4.4003,0.6236,4.2509,0.6703,8226.9231,7261.7216,4.0742,15670.3291,73,83,7.459,0.046,0.81
2016102714,덕소정수장,0.2335,4.3864,4.3731,0.6401,4.2326,0.663,7834.3407,6870.1465,4.076,12851.6484,68,80,7.4538,0.0458,0.794
2016102715,덕소정수장,0.2225,4.4744,4.4692,0.6401,4.3242,0.6557,7084.9817,6182.0513,4.0742,14164.8359,62,71,7.459,0.0452,0.7907
2016102716,덕소정수장,0.2225,4.533,4.5255,0.6346,4.3681,0.6703,6773.9011,6361.8132,4.0778,13401.0996,63,69,7.4538,0.0455,0.8031
2016102717,덕소정수장,0.217,4.5549,4.5527,0.6511,4.4963,0.663,7210.4396,6210.2564,4.076,15076.9238,62,73,7.459,0.045,0.8117
2016102718,덕소정수장,0.206,4.478,4.4775,0.6016,4.3132,0.663,8439.1025,6999.2674,4.0449,15774.7246,70,85,7.4385,0.0452,0.8206
2016102719,덕소정수장,0.206,4.2473,4.252,0.5742,4.0678,0.6484,8059.4323,7540.8425,4.0485,15060.4395,75,82,7.4333,0.0446,0.8201
2016102720,덕소정수장,0.217,3.9945,4.0182,0.5522,3.8407,0.6264,7932.967,7304.3956,4.0797,15494.5059,73,80,7.4487,0.0447,0.8098
2016102721,덕소정수장,0.2225,3.8919,3.9305,0.5412,3.7674,0.6117,7874.6337,7035.0733,4.0797,15692.3076,70,80,7.4538,0.0448,0.7965
2016102722,덕소정수장,0.2225,3.7637,3.799,0.5357,3.7088,0.6044,8132.5092,7167.3992,4.1016,14752.748,72,83,7.4385,0.0455,0.8081
2016102723,덕소정수장,0.2225,3.8773,3.9159,0.5467,3.7344,0.6044,7658.2417,6356.5934,4.0797,13505.4941,64,77,7.4538,0.0457,0.8304
2016102724,덕소정수장,0.2225,3.9359,3.9848,0.5522,3.7967,0.6117,7106.685,6515.1099,4.0778,13175.8242,65,72,7.4538,0.0454,0.8135
2016102801,덕소정수장,0.228,4.0128,4.0579,0.5632,3.8333,0.619,6741.0256,6274.7253,4.0833,12994.5059,62,69,7.4231,0.0459,0.782
2016102802,덕소정수장,0.228,4.2363,4.2562,0.5907,4.1117,0.6337,6019.5055,5354.0293,4.0852,11098.9014,54,61,7.4333,0.0454,0.7796
2016102803,덕소정수장,0.228,4.3681,4.3898,0.5962,4.2399,0.6484,6847.8938,5999.8168,4.0797,12401.0996,60,69,7.4692,0.0454,0.8036
2016102804,덕소정수장,0.2225,4.4634,4.4901,0.6126,4.3315,0.6557,6589.8352,5954.3956,4.0687,11780.2197,59,67,7.4487,0.046,0.8236
2016102805,덕소정수장,0.2225,4.6026,4.6132,0.6291,4.467,0.6703,5961.3554,5349.0843,4.0668,9642.8574,53,61,7.4333,0.0458,0.83
2016102806,덕소정수장,0.217,4.7271,4.7323,0.6291,4.5952,0.685,5929.304,5356.5934,4.0668,12554.9453,54,60,7.4282,0.0459,0.8163
2016102807,덕소정수장,0.2225,4.7344,4.751,0.6346,4.6209,0.6923,6766.9414,6116.0257,4.0687,13049.4512,61,69,7.4436,0.0462,0.802
2016102808,덕소정수장,0.217,4.7271,4.7469,0.6291,4.6136,0.6923,7164.652,6487.1795,4.0797,14593.4062,64,72,7.4282,0.0468,0.8018
2016102809,덕소정수장,0.217,4.5806,4.6258,0.6456,4.4963,0.6923,8365.8425,7557.1429,4.0815,16576.9219,76,85,7.4128,0.0462,0.8137
2016102810,덕소정수장,0.217,4.4487,4.5026,0.6456,4.3645,0.6703,8674.5422,7704.8535,4.0797,16208.791,76,87,7.4179,0.0461,0.8164
2016102811,덕소정수장,0.2115,4.3828,4.4379,0.6566,4.3022,0.663,8068.956,7086.6301,4.0522,15269.2305,72,82,7.4487,0.0457,0.8076
2016102812,덕소정수장,0.217,4.3242,4.3836,0.6346,4.2363,0.6484,7941.3004,7028.8462,4.076,14472.5273,69,80,7.4385,0.0461,0.7929
2016102813,덕소정수장,0.217,4.2985,4.3773,0.6456,4.2253,0.663,7422.8023,6590.0183,4.0742,13010.9893,67,76,7.4333,0.0458,0.7829
2016102814,덕소정수장,0.228,4.2766,4.3606,0.6291,4.1337,0.6557,7634.0659,6790.2015,4.0778,14604.3955,67,77,7.4231,0.0454,0.7815
2016102815,덕소정수장,0.228,4.1374,4.2291,0.6126,4.1374,0.663,8159.7985,7020.2381,4.1035,15571.4287,70,82,7.4385,0.0454,0.7972
2016102816,덕소정수장,0.2225,4.0604,4.1539,0.6126,4.0568,0.641,8217.9488,7168.4066,4.1053,14994.5059,72,83,7.4231,0.045,0.8275
2016102817,덕소정수장,0.217,4.119,4.2082,0.6126,4.0385,0.641,8206.2271,6926.3736,4.076,14483.5166,69,83,7.4385,0.0447,0.8377
2016102818,덕소정수장,0.2225,4.0971,4.1748,0.5687,4.0018,0.6337,7823.8096,7158.3333,4.0778,15252.748,71,80,7.4282,0.0442,0.8189
2016102819,덕소정수장,0.217,4.0311,4.1038,0.5632,3.9432,0.6264,8049.359,7270.3297,4.0778,15016.4844,73,81,7.4282,0.0449,0.7993
2016102820,덕소정수장,0.2115,4.0824,4.1372,0.5687,3.9689,0.6264,7302.1978,6505.9524,4.0815,13862.6367,65,74,7.4282,0.0443,0.813
2016102821,덕소정수장,0.2225,4.1337,4.181,0.5742,4.0128,0.6337,7247.7106,6486.9048,4.0833,13153.8457,64,73,7.4179,0.0449,0.8245
2016102822,덕소정수장,0.217,4.2619,4.2854,0.5852,4.1227,0.6337,6774.6337,6088.4615,4.0815,13697.8027,62,70,7.4179,0.0451,0.8232
2016102823,덕소정수장,0.2115,4.3205,4.3209,0.5962,4.1593,0.641,6703.7546,6093.5898,4.0668,11774.7256,60,68,7.4436,0.0451,0.8076
2016102824,덕소정수장,0.2115,4.3938,4.3877,0.5962,4.2253,0.6484,6232.7839,5659.6153,4.065,12560.4395,57,63,7.4487,0.045,0.7887
2016102901,덕소정수장,0.2115,4.3864,4.3752,0.6016,4.2143,0.6484,6814.1026,6191.6667,4.0668,11598.9014,30,34,7.4282,0.0441,0.7783
2016102902,덕소정수장,0.2115,4.456,4.4316,0.6016,4.2802,0.663,6395.1465,5745.4213,4.0668,13098.9014,0,0,7.4231,0.0445,0.7781
2016102903,덕소정수장,0.2115,4.4451,4.4212,0.5962,4.1923,0.6557,6739.8352,6183.7912,4.0723,12818.6816,0,0,7.4436,0.0447,0.7938
2016102904,덕소정수장,0.2115,4.5183,4.4859,0.6126,4.3462,0.663,6137.729,5771.0623,4.076,12043.9561,0,0,7.4487,0.0444,0.8206
2016102905,덕소정수장,0.2115,4.6026,4.559,0.6236,4.4158,0.663,6336.1722,5607.6923,4.0687,10263.7363,0,0,7.4692,0.0445,0.8298
2016102906,덕소정수장,0.2115,4.8004,4.7343,0.6401,4.5916,0.6777,5342.3077,4819.3224,4.0705,10087.9121,0,0,7.4282,0.0445,0.8188
2016102907,덕소정수장,0.2225,4.9432,4.8659,0.6511,4.7381,0.6923,5810.7143,5253.7545,4.0723,11604.3955,0,0,7.4385,0.0447,0.792
2016102908,덕소정수장,0,0,0,0,0,0,5790.5595,5212.2378,0,0,0,0,0,0.0443,0.7634
2016102909,덕소정수장,0.206,5.1703,5.083,0.7115,4.9579,0.7143,6138.5571,5647.2278,4.0504,13401.0996,0,0,7.4641,0.0451,0.7515
2016102910,덕소정수장,0.2115,5.0238,4.9264,0.6951,4.8004,0.7143,7140.1099,6517.3993,4.0504,13500,535,598,7.4641,0.0456,0.7719
2016102911,덕소정수장,0.2115,4.8443,4.7782,0.6896,4.6282,0.6996,7171.978,6548.9927,4.0522,14796.7031,66,73,7.4744,0.0455,0.8098
2016102912,덕소정수장,0.2115,4.6868,4.6341,0.706,4.4817,0.6996,7147.8022,6475.1831,4.0522,12412.0879,65,73,7.4846,0.0445,0.8012
2016102913,덕소정수장,0.2115,4.5623,4.5172,0.6566,4.3864,0.6923,6581.8681,5555.5861,4.076,14076.9229,55,66,7.4846,0.0438,0.7686
2016102914,덕소정수장,0.217,4.4194,4.3836,0.6621,4.2985,0.6557,7227.381,6742.4908,4.0962,14000,67,73,7.4949,0.0442,0.7534
2016102915,덕소정수장,0.2115,4.3755,4.3397,0.6346,4.1447,0.6484,7884.3826,7044.7476,4.0687,14895.6035,71,80,7.4538,0.044,0.791
2016102916,덕소정수장,0.2115,4.2363,4.2145,0.6236,4.0458,0.641,8233.6081,7026.8315,4.0687,14384.6152,70,83,7.4949,0.0443,0.8187
2016102917,덕소정수장,0.217,4.1374,4.1205,0.6126,3.9945,0.6264,7266.6667,6559.4322,4.0962,14384.6152,65,74,7.4949,0.0445,0.7928
2016102918,덕소정수장,0.2115,4.2582,4.2124,0.5742,3.9799,0.641,6915.0184,6057.967,4.0705,12280.2197,61,70,7.4744,0.0441,0.7775
2016102919,덕소정수장,0.206,4.3462,4.2813,0.5907,4.1264,0.641,5622.7106,5568.2234,4.0595,12500,55,57,7.4795,0.0439,0.7901
2016102920,덕소정수장,0.206,4.3205,4.2499,0.5907,4.0678,0.641,6019.2308,5812.9121,4.0577,10703.2969,59,62,7.4795,0.0445,0.8143
2016102921,덕소정수장,0.206,4.3498,4.2666,0.5907,4.1593,0.641,5688.2784,4834.2491,4.0797,11153.8457,48,57,7.4846,0.0445,0.8238
2016102922,덕소정수장,0.2005,4.4048,4.3209,0.5907,4.1484,0.6484,6268.0403,5438.2784,4.0559,11967.0332,54,64,7.4897,0.0443,0.8166
2016102923,덕소정수장,0.206,4.2033,4.1372,0.5687,4.0018,0.641,6771.5202,6346.4286,4.0852,14214.2852,63,68,7.5154,0.0436,0.8048
2016102924,덕소정수장,0.206,4.185,4.1101,0.5687,3.9432,0.6337,7276.6484,6420.696,4.0742,13038.4609,64,74,7.4897,0.0436,0.8008
2016103001,덕소정수장,0.2115,4.0861,4.0098,0.5632,3.9139,0.6264,6932.2344,6201.0989,4.1016,11906.5938,63,70,7.4949,0.0438,0.7981
2016103002,덕소정수장,0.2225,4.2875,4.1915,0.5852,3.9689,0.6264,6004.2125,4991.4835,4.076,9620.8789,49,62,7.4795,0.0437,0.7912
2016103003,덕소정수장,0.217,4.456,4.3502,0.5962,4.207,0.641,5435.989,5275.8242,4.0742,11324.1758,53,55,7.4744,0.0437,0.7863
2016103004,덕소정수장,0.2115,4.5952,4.4796,0.6071,4.3278,0.6484,5924.4505,5196.1539,4.0742,10928.5713,52,60,7.4795,0.0438,0.7817
2016103005,덕소정수장,0.2115,4.7161,4.5861,0.6181,4.4414,0.6703,5845.2381,5308.6081,4.0742,12967.0332,53,59,7.4692,0.0434,0.7824
2016103006,덕소정수장,0.2115,4.881,4.726,0.6346,4.6062,0.6777,6070.5128,5417.3993,4.0943,9989.0117,54,62,7.4795,0.0439,0.7854
2016103007,덕소정수장,0.2225,5.1007,4.9557,0.728,4.8223,0.685,5291.5751,4720.1465,4.0614,10225.2744,47,54,7.4744,0.0437,0.7855
2016103008,덕소정수장,0.206,5.1923,5.0099,0.706,4.881,0.707,4820.8791,5019.2308,4.0632,9664.8359,50,48,7.5,0.0429,0.7893
2016103009,덕소정수장,0.217,5.1886,5.0204,0.7005,4.9249,0.707,6037.3626,5485.4395,4.0632,13697.8027,55,61,7.5154,0.0432,0.8083
2016103010,덕소정수장,0.206,5.0934,4.9431,0.6951,4.826,0.707,6864.8352,6106.5018,4.0559,11736.2637,61,70,7.5103,0.0433,0.8309
2016103011,덕소정수장,0.2005,5.0201,4.8721,0.6951,4.7454,0.7143,6521.7948,5948.1685,4.0504,13829.6699,59,66,7.5051,0.0432,0.8298
2016103012,덕소정수장,0.2115,4.826,4.6884,0.6511,4.5549,0.6923,7470.6044,6853.2051,4.0668,15258.2422,69,75,7.5103,0.0434,0.7816
2016103013,덕소정수장,0.2115,4.6136,4.5297,0.6401,4.3755,0.6703,8111.5385,7361.5385,4.0614,16357.1426,73,82,7.5205,0.0426,0.7634
2016103014,덕소정수장,0.2115,4.4121,4.3418,0.6181,4.152,0.663,7978.8462,7544.2308,4.065,15170.3301,75,81,7.5051,0.0436,0.8132
2016103015,덕소정수장,0.217,4.3352,4.2771,0.6236,4.0714,0.6484,7705.4945,6992.8571,4.0778,14043.9561,70,78,7.5205,0.044,0.8146
2016103016,덕소정수장,0.1951,4.2253,4.1769,0.6181,4.1264,0.641,7813.7363,6941.9414,4.0998,15027.4727,70,79,7.541,0.0438,0.8064
2016103017,덕소정수장,0.2225,4.2326,4.1894,0.6071,4.0238,0.6264,8228.7545,7243.5898,4.0797,14928.5713,72,84,7.5256,0.043,0.7967
2016103018,덕소정수장,0.2225,4.2143,4.1539,0.5687,4.0458,0.6337,7859.4322,6661.9964,4.1035,14824.1758,66,79,7.5256,0.0425,0.7817
2016103019,덕소정수장,0.217,4.2875,4.2228,0.5797,4.0604,0.6337,7656.5935,6771.5201,4.0815,13703.2969,68,78,7.5103,0.0424,0.7926
2016103020,덕소정수장,0.217,4.3791,4.3084,0.5907,4.1557,0.6337,6762.5458,6168.5897,4.0833,13532.9668,62,69,7.5103,0.0426,0.8144
2016103021,덕소정수장,0.217,4.489,4.4003,0.6016,4.2582,0.6484,6835.8059,6085.8058,4.0833,11076.9238,61,69,7.5103,0.0425,0.8263
2016103022,덕소정수장,0.2115,4.5549,4.4629,0.5962,4.2766,0.6557,6029.3956,5769.1392,4.0522,13763.7363,57,61,7.5103,0.0432,0.825
2016103023,덕소정수장,0.206,4.4158,4.3376,0.5852,4.185,0.6557,7138.1868,6648.0769,4.0504,14796.7031,66,72,7.5103,0.043,0.8112
2016103024,덕소정수장,0.206,4.2546,4.1915,0.5742,4.0165,0.6484,7149.2674,6548.718,4.0504,13659.3408,66,73,7.5205,0.043,0.8057
2016103101,덕소정수장,0.217,4.0604,4.014,0.5467,3.8333,0.6337,7347.8938,6725.5495,4.0852,14631.8682,67,74,7.5154,0.0428,0.7985
2016103102,덕소정수장,0.217,4.0568,4.0224,0.5577,3.87,0.6264,7015.3846,6158.5165,4.0852,12604.3955,62,72,7.5359,0.0426,0.7874
2016103103,덕소정수장,0.217,4.2729,4.2228,0.5852,4.0714,0.6264,6011.9963,5232.1429,4.0833,10730.7695,52,61,7.5103,0.0434,0.7963
2016103104,덕소정수장,0.217,4.5586,4.4754,0.6126,4.3352,0.641,5432.6008,4832.6923,4.087,9840.6602,48,55,7.5154,0.0435,0.8093
2016103105,덕소정수장,0.206,4.8333,4.7448,0.6401,4.6172,0.6703,5391.9414,4789.3773,4.0412,9489.0107,48,55,7.5205,0.0434,0.8112
2016103106,덕소정수장,0.206,5.0495,4.941,0.6621,4.8077,0.6923,4751.5568,4417.674,4.0467,8664.835,44,48,7.5051,0.0441,0.7934
2016103107,덕소정수장,0.206,5.1813,5.058,0.6676,4.9322,0.707,4861.2637,4631.8681,4.0467,11219.7803,46,49,7.5051,0.0439,0.7687
2016103108,덕소정수장,0.206,5.207,5.0747,0.6676,4.9615,0.7143,5570.2381,5205.3114,4.0467,12373.627,52,57,7.4897,0.0432,0.7473
2016103109,덕소정수장,0.217,5.0165,4.9202,0.6841,4.7967,0.707,7084.2491,6500.8242,4.0815,14010.9883,65,72,7.5103,0.0433,0.749
2016103110,덕소정수장,0.217,5.0128,4.9181,0.6951,4.815,0.7143,7356.9597,6470.6044,4.0833,14038.4609,65,74,7.5,0.0435,0.7739
2016103111,덕소정수장,0.2115,4.9652,4.868,0.6841,4.7637,0.6996,7921.5201,6983.9744,4.0852,15269.2305,69,79,7.5205,0.0435,0.8049
2016103112,덕소정수장,0,0,0,0,0,0,8083.448,7087.0536,0,0,0,0,0,0.0459,0.8225
2016103113,덕소정수장,0.206,4.848,4.7677,0.6731,4.5842,0.685,8066.8498,7189.1941,4.0687,14851.6484,104,88,7.5359,0.0439,0.8286
2016103114,덕소정수장,0.2115,4.6978,4.6362,0.6566,4.5073,0.6777,8034.7986,7408.7912,4.0705,15494.5059,74,81,7.5256,0.0439,0.7851
2016103115,덕소정수장,0,0,0,0,0,0,8407.5986,7481.4393,0,0,0,0,0,0.0445,0.7721
2016103116,덕소정수장,0.2115,4.3425,4.3084,0.6291,4.1593,0.663,7901.7991,7087.5951,4.0742,14686.8135,95,107,7.5,0.0414,0.8132
2016103117,덕소정수장,0.217,4.1447,4.1163,0.6071,4.0604,0.641,7704.623,6706.4229,4.0962,14923.0762,68,78,7.5718,0.0407,0.8242
2016103118,덕소정수장,0.2115,4.1227,4.085,0.5632,3.9176,0.6337,8050.7326,6767.033,4.0705,13917.582,67,82,7.541,0.0411,0.8233
2016103119,덕소정수장,0.2335,3.9799,3.9409,0.5522,3.8223,0.619,7588.2784,6512.6374,4.0998,13296.7031,65,77,7.5359,0.0416,0.8448
2016103120,덕소정수장,0.2335,4.1813,4.1268,0.5742,3.9469,0.6264,6217.1246,5401.5568,4.0742,11016.4834,54,63,7.5154,0.0413,0.8554
2016103121,덕소정수장,0.2115,4.2985,4.2228,0.5797,4.0641,0.6264,5845.5128,5463.2784,4.0723,11846.1543,55,60,7.5359,0.0414,0.8369
2016103122,덕소정수장,0.2115,4.2949,4.2207,0.5742,4.0678,0.6337,6789.9267,6181.3187,4.0742,14043.9561,61,68,7.5205,0.0404,0.8022
2016103123,덕소정수장,0.2115,4.152,4.085,0.5577,3.9249,0.6264,7921.2454,7160.8974,4.076,15368.1318,72,81,7.5256,0.0408,0.7897
2016103124,덕소정수장,0.217,4.0055,3.9409,0.5467,3.7747,0.619,7978.022,7236.8132,4.076,14730.7695,72,80,7.5308,0.0409,0.8023
2016110101,덕소정수장,0.2115,3.8626,3.8073,0.5302,3.6465,0.6044,7983.7912,7161.2637,4.076,15142.8574,72,81,7.5205,0.0405,0.8302
2016110102,덕소정수장,0.217,3.7271,3.6779,0.5192,3.489,0.5897,7754.304,7310.2564,4.0962,14972.5273,73,79,7.5359,0.0404,0.848
2016110103,덕소정수장,0.2225,3.7161,3.6674,0.5137,3.4377,0.5824,7923.5348,6931.5934,4.0962,14598.9004,69,80,7.5308,0.0403,0.8387
2016110104,덕소정수장,0.217,3.8626,3.7864,0.5412,3.6355,0.5824,6599.2674,6024.8169,4.098,10989.0117,61,67,7.5256,0.0404,0.8278
2016110105,덕소정수장,0.2225,4.0678,3.9743,0.5632,3.8883,0.5971,5653.3883,4794.6886,4.1181,10208.791,48,58,7.5308,0.0404,0.8112
2016110106,덕소정수장,0.217,4.4231,4.3001,0.5962,4.1484,0.6264,5725.4579,4638.0952,4.0943,9857.1426,46,58,7.541,0.0399,0.7979
2016110107,덕소정수장,0.217,4.6868,4.5652,0.6896,4.4267,0.6703,5525.4579,5113.8279,4.0925,10807.6924,51,56,7.5359,0.0407,0.7987
2016110108,덕소정수장,0.217,4.804,4.6654,0.6566,4.5366,0.663,6702.9304,6051.0989,4.0943,14054.9453,60,68,7.5205,0.0411,0.8099
2016110109,덕소정수장,0.217,4.804,4.6675,0.6896,4.5403,0.6923,7525.8242,6740.2014,4.0925,14467.0332,68,76,7.5308,0.0408,0.8311
2016110110,덕소정수장,0.2225,4.8077,4.6738,0.6676,4.489,0.6777,7425.0916,6754.1209,4.0943,14225.2754,67,75,7.5308,0.0411,0.8283
2016110111,덕소정수장,0.217,4.7491,4.6153,0.6621,4.5806,0.6703,7424.8168,6482.6008,4.1071,14994.5059,65,75,7.5615,0.0408,0.7999
2016110112,덕소정수장,0.2335,4.7234,4.6112,0.6621,4.4817,0.6703,8238.0036,7193.0403,4.0925,14978.0215,72,83,7.5615,0.0407,0.7867
2016110113,덕소정수장,0.2225,4.6209,4.513,0.6401,4.3681,0.6703,8245.9707,7023.1685,4.1145,15802.1973,74,84,7.5513,0.0409,0.7975
2016110114,덕소정수장,0.217,4.6245,4.5318,0.6401,4.3974,0.6484,8144.3224,7280.0366,4.065,15620.8789,69,82,7.541,0.0407,0.8174
2016110115,덕소정수장,0.217,4.467,4.3794,0.6401,4.2106,0.6557,8025.3663,7543.315,4.0705,15351.6484,75,82,7.5462,0.041,0.8268
2016110116,덕소정수장,0.2115,4.2729,4.2019,0.6071,4.0678,0.641,8368.4066,7483.0586,4.065,15417.582,75,84,7.5359,0.0413,0.8279
2016110117,덕소정수장,0.2115,4.13,4.0662,0.5962,3.9103,0.641,8022.4359,7199.6337,4.065,14851.6484,72,82,7.5256,0.0408,0.8314
2016110118,덕소정수장,0.2115,4.0311,3.9639,0.5522,3.793,0.6117,7663.7363,6947.8938,4.0687,14379.1211,69,77,7.5513,0.0404,0.8333
2016110119,덕소정수장,0.217,4.0128,3.9347,0.5577,3.8077,0.6117,6877.321,5583.8386,4.0962,11802.1973,56,70,7.5154,0.0401,0.8452
2016110120,덕소정수장,0.217,4.0311,3.9409,0.5522,3.8516,0.6117,6478.6003,5918.6508,4.1016,13879.1211,60,65,7.5308,0.0403,0.8452
2016110121,덕소정수장,0.217,3.9982,3.9138,0.5412,3.7967,0.6117,7354.4872,6460.989,4.1035,13598.9014,64,74,7.5359,0.0399,0.8545
2016110122,덕소정수장,0.217,4.0421,3.9576,0.5522,3.7821,0.6117,7443.7729,6215.7509,4.076,13796.7031,62,76,7.5308,0.0402,0.8657
2016110123,덕소정수장,0.2225,3.881,3.8073,0.5302,3.6575,0.5971,7936.4469,6803.4798,4.1126,15065.9336,68,80,7.5359,0.0398,0.8274
2016110124,덕소정수장,0.217,3.8223,3.7593,0.5247,3.5879,0.5897,8096.0623,7209.3406,4.0925,15258.2422,72,82,7.5359,0.0406,0.7681
2016110201,덕소정수장,0.217,3.7894,3.7217,0.5192,3.5073,0.5897,7936.5384,7121.1539,4.0925,14505.4941,72,81,7.5359,0.0412,0.7774
2016110202,덕소정수장,0.228,3.8004,3.7301,0.5247,3.5916,0.5824,7518.4066,7054.1209,4.1126,14576.9238,70,76,7.541,0.0409,0.8206
2016110203,덕소정수장,0.228,3.881,3.8115,0.5302,3.6575,0.5897,7613.7363,6932.5091,4.1126,13961.5381,70,77,7.5359,0.0404,0.839
2016110204,덕소정수장,0.228,4.1557,4.0579,0.5632,3.9139,0.5971,6633.3333,5650.4578,4.1071,10763.7363,56,67,7.5308,0.0401,0.8133
2016110205,덕소정수장,0.228,4.4744,4.3606,0.5962,4.2289,0.6264,5834.707,5130.1282,4.109,11725.2754,51,60,7.5359,0.0402,0.7983
2016110206,덕소정수장,0.228,4.7601,4.632,0.6236,4.5147,0.6484,6086.1722,5384.9817,4.1346,10725.2754,54,61,7.5615,0.0407,0.8001
2016110207,덕소정수장,0.217,4.9872,4.8554,0.7225,4.804,0.6777,6139.3773,5096.1538,4.1035,11225.2754,51,63,7.5308,0.0412,0.8157
2016110208,덕소정수장,0.217,5.2179,5.0684,0.7005,4.9469,0.6923,6192.9487,5372.4359,4.0778,11615.3848,54,62,7.5256,0.0411,0.8304
2016110209,덕소정수장,0.2115,5.2436,5.1018,0.706,5.0055,0.707,6525.1831,6001.0989,4.0778,14521.9785,60,66,7.5308,0.0411,0.8385
